id,replied_by_author,parent_comment_id,author,no_of_replies,text,category,"Legend: (blank lang yung replied sticker/image)
1 - Positive response
2 - Negative response
3 - Inquiry
4 - Tagged a person/Shared a link
5- Neutral
6- diff language"
2201091636639960-23,FALSE,2201091636639960-1,Maria Socorro Modequillo Bodiongan,0,"Kaya nga kinulit ko si sir Manny para sana magising na sila kasi kung ako lang konti lang makabahagi ng Mangoming.  Samantalang kung part ng plans and programs nila na mabudgetan ay all over the Philippines comprising 7,107 islands with 18 regions, 81 provinces, 145 cities, 1,489 municipalities, 42,036 municipal barangays, kahit pa konti-konti and downloading of mother plants na magtrickle sa kanayonan.",1,
2201091636639960-24,FALSE,2201091636639960-1,Maria Socorro Modequillo Bodiongan,0,"Is Mangoming really a threat to the Philippine mango industry?  Perhaps, might be considered a ""threat"" kung ang iisipin sariling vested interest lamang.  Bakit? Hindi ba pwedeng iconsider as ""blessing"" na in the future na kapag naparami na ang makatanim pwede nang mapalitan ang mga old trees ng Mangoming therefore the Philippines will be known for its ""DAMBUHALA NA MATAMIS PA"" na mango sa buong mundo? Na kapag marami ng sobra na pwede i-export at pwede i-process while satisfied naman ang pangangailangan ng Vitamin C sa ordinaryong mamamayan.",3,
2201091636639960-25,FALSE,2201091636639960-1,Maria Socorro Modequillo Bodiongan,0,"Sa totoo lang marami na po request from other countries for Mangoming seeds na hindi ko pinagbigyan because wisdom and guidance by the Holy Spirit whispered that Mangoming is a  ""blessing to the Philippines"".   By the way Mangoming is derivation from two words, ""mango"" ""mine"" or translated ""my mango"", which to me. means that God entrusted me to be the caretaker of His awesome mango, a wonderful blessing to the Philippines thru the people He touched to help in spreading its offspring throughout the country.",1,
2201091636639960-26,FALSE,2201091636639960-1,Lito Valino,0,What you say Mr da secretary??? any move???,3,
2201091636639960-27,FALSE,2201091636639960-1,E.C. Soulad,0,Bakit daw hindi responsibility ng DA yung inquiry mo maam? Wala ba sila plano tulungan na palaguin yung Mangoming niyo?,,
2201091636639960-28,FALSE,2201091636639960-1,Maria Socorro Modequillo Bodiongan,0,"E.C. Soulad ... Here's what he said: ""It is not DA which creates the demand for planting materials but the farmers themselves. Gaano po na kadami ang nagpapakita ng interes para magkaroon ng ganyang pananim? We don't just promote the propagation of a new variety based on the say-so of one person. Maraming beses nang nasunog ang DA sa mga unproven varieties. Kung talagang masarap yan, farmers mismo ang maghahanap and when that happens we come in to support.""",1,
2201091636639960-29,FALSE,0,Joe Alegria,0,Sir.. The farmers will REMEMBER YOU FOREVER.. as the agriculture Secretary who helped them. By increasing their product's price..  By giving attention to Agricultural Marketing instead of focusing solely on Agricultural production..  GODSPEED.. GOODLUCK.. GODBLESS you sir Manny Pinol.,1,
2201091636639960-30,FALSE,0,Jigs Dolores Ignacio,2,yes sir  my boss who are hkonger and singaporean and expat working in abudhabi express dismay when very expensive mangoes dont meet their satisfaction  kaya po gusto nila pasalubong lagi manggamg hinog. at hnd pa po guimaras mango ung dala ko un lang galing sa palengke namen. i think guimaras and zambales are the best dw po.kaya sn mai market tlg ng husto keep it up sir,2,
2201091636639960-31,FALSE,2201091636639960-30,Nathanael Buenavidez Madrid,0,"Jigs Dolores Ignacio you're right, Guimaras, and Zambales",1,
2201091636639960-32,FALSE,2201091636639960-30,Jerry Botial,0,Jigs Dolores Ignacio  try mangoming of ma. Socorro Modequillo Bodiongan in Iligan! Certified. Registered. About 2-3.5 kilos per fruit.,1,
2201091636639960-33,FALSE,0,Duter Te,0,Yes its true philippine mangoes is tastier than any other kind of mango.,1,
2201091636639960-34,FALSE,0,Ernie Aguinaldo,0,"THANK YOU SEC... GO AHEAD, PUSH OUR MANGO'S FOR EXPORT PARA KUMITA NAMAN MGA LOCAL SELLERS NATIN.",1,
2201091636639960-35,FALSE,0,Herman Villanueva Martir,0,What is Piniol doing in Moscow? Who's paying for his trip & vacation. Let our businessmen do that Piniol.,3,
2201091636639960-36,FALSE,0,Henry Kent Malig-on Aude,0,My endeavor.,2,
2201091636639960-37,FALSE,0,Babylyn Yim,0,***Replied sticker/image***,,
2201091636639960-38,FALSE,0,Leon Guerrero,0,Gud news sir marami mangoe plantation here in mindoro and i own one,1,
2201091636639960-39,FALSE,0,Star E Bayto,1,Nothing compares to sweet elena variety from zambales @ Nhida Malabed,1,
2201091636639960-40,FALSE,2201091636639960-39,Nhida Malabed,0,Star E Bayto Correct..try sweet elena mango located at Sta cruzZambales,1,
2201091636639960-41,FALSE,0,Tan Kenneth,2,While we export great Philippine mangoes we are left with shitty ones to eat if people could afford it. We keep on exporting and making the oligarchic landlords wealthier. Please make a way for the common filipinos to have better access to quality and inexpensive fruits. In that way filipino consumers and farmers will have more quality of life.,1,
2201091636639960-42,FALSE,2201091636639960-41,Jerico Mandaing,0,Tan Kenneth yup try to buy those mangoes high and sell it low to the masses.   What will happen to you?,3,
2201091636639960-43,FALSE,2201091636639960-41,Ferdinand Patindol,0,"Tan Kenneth wow english,minsan try mo mamalenke ara makakita ka ng manggang masarap...kung shitty nakakain mo try mo wag magkunat",5,
2201091636639960-44,FALSE,0,Drew Gar,0,Ulol!,2,
2201091636639960-45,FALSE,0,Jhoven Cuevas,0,***Replied sticker/image***,,
2201091636639960-46,FALSE,0,Tony Santillan,0,***Replied sticker/image***,,
2201091636639960-47,FALSE,0,Joey Bhoy Ramos,0,***Replied sticker/image***,,
2201091636639960-48,FALSE,0,Lazaro de los Santos,0,"Try Mango fron Leon, Iloilo. It's more sweeter than Guimaras.",,
2201091636639960-49,FALSE,0,Heide Zeumer,0,Philippine native mango still the best Sir!Here in Vienna you can buy ripe Thai mangoes 5€/pc.In Exotic market they are selling ripe mangoes too from Pakistan or Egypt but small.It's so sweet...costs 5 €/ kg!Bihira po may Phil mango dito sa Austria.Maubos agad kasi mas gusto nila.,1,
2201091636639960-50,FALSE,0,Erin Lee,0,@MannyPinol I was able to talk to a diplomat from the Philippine Consulate in Saudi Arabia recently. He mentioned in passing that Philippine mangoes are high in demand in the Middle East. Unfortunately the technology to ship the fruits to the Middle East with spoilage doesn't exist (or does it?).The opportunity is there. It is up to the country to figure out how to export mangoes to the Middle East without it getting overripe.,1,
2201091636639960-51,FALSE,0,Larry Amoroso,0,"Yes. sir Sec. Manny Pinol bravo.!..tapping eastern europe of our products is in deed a very nice move.. congratulation for job...Sir we would like also suggest that the coco levy fund be used jn putting up 3 multi coco processing plant w/ product of vco, cocowater, coconet, cocofluor, activated carbon, cocoboard and cocosugar.. with a capital outlay of 1billion per plant ut would cost only 42 billion out i of 70+billion of cocolevy fund.. it will be a life long help for cocofarmers a job opportunity for factory workers and country dollar earner a next phil. product to be send to eastern europe nx time...",1,
2201091636639960-52,FALSE,0,Jaime Merciades,0,"Sir, Irrigation O patubig, Result Sweet Mangoes + Rice pa more.. and Manny..Manny Action pa More...God Bless You..Sir..",1,
2201091636639960-53,FALSE,0,Fred Ison,0,"Dominate!...Ataulfo from south America, the dominatrix. And Thai mangoes from Thailand. Maybe sell those mango to Easter Europe...your new friends.",1,
2201091636639960-54,FALSE,0,Noel Palencia Jr.,0,Hard working man 😊,1,
2201091636639960-55,FALSE,0,Nathaniel Agir,0,Great Boss,1,
2201091636639960-56,FALSE,0,Mike Lim,0,Roy Donesa,4,
2201091636639960-57,FALSE,0,Ron Manalo,1,"Why isn't the government prioritizing the agricultural sector? Why are we still importing goods that we have an abundance of? We are supposed to be the leading innovators when it comes to agricultural advancement. I hope mas marami pang matulungang magsasaka dito sa atin. And innovate, innovate, innovate! Charmaine",3,
2201091636639960-58,FALSE,2201091636639960-57,Charmaine Tolentino,0,Ron Manalo so sad.,2,
2201091636639960-59,FALSE,0,Eidderf Alby Viray,0,Thank you poo sec!!!!,1,
2201091636639960-60,FALSE,0,Ervin Chiong,0,sarap bhay,1,
2201091636639960-61,FALSE,0,Dan Gudahl,0,Logistics phytosanitary and packaging needed first,5,
2201091636639960-62,FALSE,0,Ervin Chiong,0,sarap bhay,1,
2201091636639960-63,FALSE,0,Dan Gudahl,0,Logistics phytosanitary and packaging needed first,2,
2201091636639960-64,FALSE,0,Nicolas Darwille,0,Aica Veronica Dela Piedra,3,
2201091636639960-65,FALSE,0,Omy Fornoles,0,Thank you Sir. pls include also Zambales mango. God bless you.,1,
2201091636639960-66,FALSE,0,Hilda Lleva Holgado,0,Wow sarap,1,
2201091636639960-67,FALSE,0,Dani Dan Das,0,Go Sec. Piñol unlike un mga previous DA sec. puro paper works lng ang alam. Saludo po kmi.,1,
2201091636639960-68,FALSE,0,Sherill Lyn Guinto,0,Sir Manny I'm so proud of what you've done..my partner is Russian and I was proudly telling him about exporting our mangoes and products to Russia. It will be nice if we can taste Filipino mango here in Australia too..bless you po and keep up the great work.,1,
2201091636639960-69,FALSE,0,Gavin R. Lopez,0,How do we market vco (virgin coconut oil)in moscow?,3,
2201091636639960-70,FALSE,0,Rufus Francisco,0,how about zambales mango,3,
2201091636639960-71,FALSE,0,Roger Crisostomo,0,***Replied sticker/image***,,
2201091636639960-72,FALSE,0,Jhannie Kare,2,Nonone can bet our mango. Mango here in overseas is like singkamas ...no taste.,2,
2201091636639960-73,FALSE,2201091636639960-72,Jerico Mandaing,0,Jhannie Kare bakit nga ganun. Ang sarap ng mangga dito.,1,
2201091636639960-74,FALSE,2201091636639960-72,Julie Eiluj,0,"True,kahit minsan hindi ko pinag interesan mango from India or Thailand matamis pa rin at mabango mango galing Pinas",1,
2201091636639960-75,FALSE,0,Alek Ong Chung,0,Guimaras mango at it best ever...,1,
2201091636639960-76,FALSE,0,Pinoy Gonzales,0,"Hahahahaha aslum, Secretary Manny Pinol. Sir Bong Pinol",1,
2201091636639960-77,FALSE,0,Grace Antonio,0,russia,5,
2201091636639960-78,FALSE,0,Belinda Gonzales Caypuno,1,"Zambales mango , one of d best",1,
2201091636639960-79,FALSE,2201091636639960-78,Nathanael Buenavidez Madrid,0,Belinda Gonzales Caypuno Agreed!,1,
2201091636639960-80,FALSE,0,Pandy Acuesta,0,Pakistan mango,5,
2201091636639960-81,FALSE,0,Jhelly,0,Kimee,4,
2201091636639960-82,FALSE,0,Luen Duco,0,"Einid Borja, Ramil Comeros Borja",4,
2201091636639960-83,FALSE,0,Joseph Angelo Ben,0,Mickey Mendoza,4,
2201091636639960-84,FALSE,0,Primo Fernandez,0,Agree,1,
2201091636639960-85,FALSE,0,Bernie A. Bimeda,0,bukbok....,2,
2201091636639960-86,FALSE,0,Zenaida Mutuc,0,Idol ko si Sir. Sobrang sipag. I will always pray for you.,1,
2201091636639960-87,FALSE,0,Cornel Bongco,0,Our mangoes are the sweetest non GMO mangoes in the world!,1,
2201091636639960-88,FALSE,0,Lien Bangga,0,God bless po 👊👊,1,
2201091636639960-89,FALSE,0,Fe Tiu,0,Mango is the best,1,
2201091636639960-90,FALSE,0,Rhoda Galos,0,Punta po kau sa NATIONAL MANGO FESTIVAL matitikman nyo po our own different carabao variety from luzon to mindanao plus u can compare it sa ibat ibang imported variety na mango,1,
2201091636639960-91,FALSE,0,George Honorio Abarro,0,Correct ka diyan Secretary  Manny  Piniol agree with you about this issue,1,
2201091636639960-92,FALSE,0,Bongya Perezada,0,Photo op.,5,
2201091636639960-93,FALSE,0,Dee Ran,0,***Replied sticker/image***,,
2201091636639960-94,FALSE,0,Dee Ran,0,***Replied sticker/image***,,
2201091636639960-95,FALSE,0,Edgardo Herrera,3,WOW TRY MANGOMING MAGUGULAT KA SECRETARY...,1,
2201091636639960-96,FALSE,2201091636639960-95,Maria Socorro Modequillo Bodiongan,0,"Edgardo Herrera ... Thank you sir.   You're one who can vouched for Mangoming para hindi na masabi ni sir Manny na ""We don't just promote the propagation of a new variety based on the say-so of one person"" Kailangan po pala lahat ng nakatikim mag ""say-so"" din.",1,
2201091636639960-97,FALSE,2201091636639960-95,Edgardo Herrera,0,"MAS MAGANDA PAG MAY HINOG PADALHAN MO NANG ISA PARA MATIKMAN NIYA, PARA MATAUHAN...",1,
2201091636639960-98,FALSE,2201091636639960-95,Maria Socorro Modequillo Bodiongan,0,"Edgardo Herrera ... Yes po, kapag harvest time na po maybe June to August dahil flowering pa ngayon. May nag-offer sa akin na may-ari ng famous Mango Mania Healthy Dessert CDO, na magplan kami ng Mangoming mango event sa kanyang area sa Robinsons Place Iligan to showcase Mangoming potentials and what her experienced staff could do serving Mangoming flavored desserts.  Sana ma invite ko si DA Secretary at mga local officials namin. Sana by that time marelease na ang pinakahihintay ng marami para may magastos ako sa isang profesional Video coverage.",1,
2201091636639960-99,FALSE,0,Jonald Lalas,0,good luck philippines,1,
2201091636639960-100,FALSE,0,Rene Pamintuan,5,"Sir without Packing Plants, fully export accredited, HVT or HWT capabilities, our best mangoes can not be exported. At best our better mangoes will end up in our market places.",2,
2201091636639960-101,FALSE,2201091636639960-100,Les Blair,0,"You have identified the main issues, there are no HVT facilities or mango packing houses on Guimaras, we talk a lot about the Philippine mango but Thailand acts, they are far ahead of the Philippines in every respect apart from taste.With DA support private investment would follow together with job creation and increasing economic development on Guimaras. The impact would be enormous but to date there is minimal support compared to what Thai farms receive and I am not referring to monetary support rather technology and shared facilities.The research station on Guimaras is not properly funded and they have only very basic facilities unworthy of a nation that produces the best mango in the world.There have been no deep wells drilled on Guimaras and water is a major obstacle, the future could be so bright for the farmers yet they can only dream of access to international markets despite frequent press announcements.Japan and Korea now want only organic fresh mango and other countries will follow.At Kokomojo Mango Farm we will be fully organic his year and we want to work in collaboration with other on Guimaras to build a credible export capability.",2,
2201091636639960-102,FALSE,2201091636639960-100,Rene Pamintuan,0,"Yes, i have been saying that repeatedly. We are so PRODUCTION-LED that we insist on producing more but we are not MARKET-DRIVEN that we cant connect the dots. The foreign markets have standards to meet in packing, appearance, documentation, certifications, etc.  I dont understand we have been repeatedly stating that we need THE VHT and WHT machines to allow phytosanitary inspection certificates for these mangoes, that they are pest and fly-free, but despite repeated and multiple Mango Congress tackling this issue, wala pa rin.  WE must now turn into MARKET -DRIVEN for our farmers, so we can do market linkage.  We can spend and spend budgets for seminars, trainings, summits etc. repeatedly but if we do not do what the market standards and needs, it will be just a waste of our farmers' time and moneys. We can increase production volumes, but if we cant sell them in foreign markets, papano?",2,
2201091636639960-103,FALSE,2201091636639960-100,Rene Pamintuan,0,"The needs for logistics, packing materials, packing and processing plants, certifications, and export works, is critical. We can talk about the markets out there, but if we dont have Common Toll Packing and Processing Facilities that farmers can use, with full export accreditation, it is useless. Porma lang, ingay lang.",2,
2201091636639960-104,FALSE,2201091636639960-100,Rene Pamintuan,0,I say these as both an exporter and Logistics specialist.  I know how it is.,1,
2201091636639960-105,FALSE,2201091636639960-100,Ferdinand Patindol,0,Rene Pamintuan punta po kayo sa guimaras ang mangga dun halos pang export ang dinadala sa public market is yung bagsak sa standard,2,
2201091636639960-106,FALSE,0,Grace Obias,0,Bring those in DK too sir.  I know philippine mango will also top here,1,
2201091636639960-107,FALSE,0,Fred Covarrubias,0,the mango industry specially here in mindanao can meet the demand of importing to international market. we have favorable weather and with proper training we can produce even during offseason.,1,
2201091636639960-108,FALSE,0,Nathalie Yusi,0,1k? What kind of fckery is this lmao,2,
2201091636639960-109,FALSE,0,Venice Oracion,3,Napakasipag mo tlga Sir Manny. Thank you for your hard work for the farmers benefit. It's time for them to have a better and comfortable life.🙏👊❤️,1,
2201091636639960-110,FALSE,2201091636639960-109,Ponga Garzon,0,"Venice Oracion oh, what better n comfortable life you are talking about, please?🙄",3,
2201091636639960-111,FALSE,2201091636639960-109,Venice Oracion,0,Madam Ponga Garzon please respect everyone's perspective. 👊,1,
2201091636639960-112,FALSE,2201091636639960-109,Mamonskie Poot,0,Makikita mo ang effort ni sec piñol para sa mga farmers. hndi lang talaga madali ang lahat pero magtatagumpay din sya dahil sa sipag nya.anti government tong si Ponga Garzon kaya ganan mag isip di maka appreciate.,1,
2201091636639960-113,FALSE,0,Tita Pearl,0,Thank you for your hard work Sir! Filipinos appreciate that very much!,1,
2201091636639960-114,FALSE,0,Chit Marzan,0,But we should aim to be better than Thai mango😊,1,
2201091636639960-115,FALSE,0,John Veniegas,0,Sir ala n b free seedling s da lgu,1,
2201091636639960-116,FALSE,0,Innayan Cabudol,0,"1k rubles,pwede nayan sa rich people dito.",1,
2201091636639960-117,FALSE,0,Joel Savellano Labii,0,Benjamin Pineda,4,
2201091636639960-118,FALSE,0,Lito Zee,0,Thank you sec manny. More power!,1,
2201091636639960-119,FALSE,0,Allan Jacob,0,Some mangoes in the market taste like medicine. 🙂 I miss our mangoes.,2,
2201091636639960-120,FALSE,0,Jess Suzara,0,Great Job Sec Manny !! Brgds.. lets have coffee one of these days👍👍👍,1,
2201091636639960-121,FALSE,0,Ann Alison,0,Send some to Canada too!,1,
2201091636639960-122,FALSE,0,Joanne Tapel Francisco,0,Yes!!! Nothing compares to Philippine mangoes!,1,
2201091636639960-123,FALSE,0,Gabby Sebastian,0,No quarantine requirements?,3,
2201091636639960-124,FALSE,0,Zach Mcloudy,0,Manny piñol is working for Philippines,1,
2201091636639960-125,FALSE,0,Graham Jimenez,0,"sec MannyPiñol there is also a growing demand of durian in our neighboring countries (China, Singapore, Malaysia, etc.). Their musang king variety is no match to our Golden Puyat variety.",1,
2201091636639960-126,FALSE,0,Ronald Nunez,0,parang carabao mngo yan sir ang lakii.,1,
2201091636639960-127,FALSE,0,Abanilla Marilyn,0,I would buy it in that amount.... masarap KC AT matamis Manga ng Pinas,1,
2201091636639960-128,FALSE,0,Chas S Vidanes,0,Am a mango grower. Its all bulkshit. No protection from the government. Mango trees are cutted aroung my neighbor and charcoaled it. Fuck DA.,2,
2201091636639960-129,FALSE,0,Rodel Falcis Desamero,0,Thailand's gling yan,5,
2201091636639960-130,FALSE,0,Tyronr Tuano,0,I knew that long time ago...😂😂😂,1,
2201091636639960-131,FALSE,0,Bing Liza,0,YESSS  !   Thank  you and GOOD LUCK !!!,1,
2201091636639960-132,FALSE,0,Sherwin Oliveros Carpenter,0,Russian mango yn,5,
2201091636639960-133,FALSE,0,Maria Josefina Zuniga-Modi,0,Mexican mangoes are close but small. Nothing can compare to Philippine mangoes.,1,
2201091636639960-134,FALSE,0,Adagulfo Sungcal,0,"The flavor profile of the Philippines mango is unque. Pinol should file for a DNA rights over Philippines mango, and file for a certficate of origin like the French does with its products, e.e. wine, cheese, etc.  Already, the Philippines mango was ""smuggled"" to Mexico. I think this was sourced from a Mango plantation project in Guam undertaken jointly by a company owned by Gil Puyat Jr. and then Gov Calvo of Guam. The project was scuttled but the mango trees remained in situ and became the root stock of the very popular ataulfo mango.",1,
2203936443022146-1,FALSE,0,Indira Sabillena,0,***Replied sticker/image***,,
2203936443022146-2,FALSE,0,Paul Tiu,0,"Lo and behold, watch for the downfall of rice production in more conversion of rice lands to subdivision. Rice enhancement fund will only benefit the traders of agricultural machineries to be purchased by the government. Why inrease production of palay if it will be purchased at lower cost? Based on the prevailing farm gate price of palay which is now at 15 Php to 17 Php per kilo, compared to 20 Php to 25 Php per kilo before rice tarification, the average of 100 cav per h.a. yield, opportunity lost to farmers is around 250 per cavan or approximately P25, 000.00 per h.a. This will even be more as yields per hec now reaches 140 to 160 cav. per hec. How about that? RICE FARMERS ARE IN THE LOSING END OF THE TARIFFICATION LAW!",2,
2203936443022146-3,FALSE,0,Edward Ganding,0,Hope that this project will reach us here in the ilocos region.We probably spend more than 17k/hectare in Diesel consumption just to water our cops.,2,
2203936443022146-4,FALSE,0,Lorenzo Tan Multi-purpose Cooperative,0,Thank you for this program...hopefully sir magpo-provide din ang government ng libreng farm machineries to including fuels and etc... as in libre talaga para hindi nah mahirapan ang ating mga farmers...thank you po.,1,
2203936443022146-5,FALSE,0,Ana C. Pascual,0,"Mabuhay po kayo Sir MannyPiñol,,God bless you..",1,
2203936443022146-6,FALSE,0,Jake Otong Buisel,0,galing po.....god bless...,1,
2204010499681407-1,FALSE,0,Indira Sabillena,0,***Replied sticker/image***,,
2204010499681407-2,FALSE,0,Feli Aquino,0,***Replied sticker/image***,,
2204010499681407-3,FALSE,0,Cee Tee,4,"good job po,sana marami pang product in the future.i buy coconut vinegar at walmart and central market in Washington state both are made in the Philippines.",1,
2204010499681407-4,FALSE,2204010499681407-3,G-thing J Illaddac,0,Cee Tee i buy banana kechup😁 and mang tomas😁,1,
2204010499681407-5,FALSE,2204010499681407-3,Rodolfo Ricafort,0,Cee Tee pinakurat meron jan?,3,
2204010499681407-6,FALSE,2204010499681407-3,Cee Tee,0,sa asian store meron yata.,5,
2204010499681407-7,FALSE,2204010499681407-3,G-thing J Illaddac,0,siguro te,5,
2204010499681407-8,FALSE,0,William Mabalot,0,Good job Sec👍,1,
2204010499681407-9,FALSE,0,Ma Angelica Ramos Sasi,0,👏go go go sec manny!,1,
2204010499681407-10,FALSE,0,Marissa Marquez,0,good job sec piñol,1,
2204010499681407-11,FALSE,0,Tizzay Mags,0,Bravo !Sec Manny! The jumpstart of  economic bridge for coco products and the like.Thank you for your unwaivering support and efforts.Mabuhay!God bless.,1,
2204010499681407-12,FALSE,0,Mistir Caief,0,Bravo Sec!👏🇵🇭,1,
2204010499681407-13,FALSE,0,Panas Culandanum,0,Pati america,5,
2204010499681407-14,FALSE,0,Ronald Allan Angeles,0,Good job everyone,1,
2204010499681407-15,FALSE,0,Julito Yranela,0,that is money well spent...yan ang dapat,1,
2204010499681407-16,FALSE,0,Any Vivien Villamor,0,Good luck po sa mga efforts nyo sec manny.,1,
2204010499681407-17,FALSE,0,Luisa Abellan,0,Mabuhay po kayo Sir Manny Piπol !!!  God bless po ..,1,
2204010499681407-18,FALSE,0,Voltaire Cachuela,0,***Replied sticker/image***,,
2204010499681407-19,FALSE,0,Nelly Pascual,0,***Replied sticker/image***,,
2204010499681407-20,FALSE,0,Marilyn Encabo,0,"Thank you for hardwork Sir Manny Pinol ,God bless you",1,
2204010499681407-21,FALSE,0,Violeta Gehron,0,Good Job Sec. Piñol,1,
2204010499681407-22,FALSE,0,Raul Dufourt,0,Sir Manny thank you for your support for Filipinos. Its time for our Filipino agricultural products to be known  throught the world. Mabuhay ka Sir Manny. Saludo kaming mga pilipino sayo lalong lalo na kaming mga OFW at dating mga OFW.,1,
2204010499681407-23,FALSE,0,Airene Baronia,0,😘😇 thank you sir sec. Manny,1,
2204010499681407-24,FALSE,0,Elsahh Ramoso Overson,0,Good  Job Sec. Pinol,1,
2204010499681407-25,FALSE,0,Benjamin Munez,0,"Sir,director.manny pinol.how can i share my product,its about organic suplement.made of vegtables and fruit.",3,
2204010499681407-26,FALSE,0,Rico Abrigo Jr.,0,Good job po Sec. Manny Piñol!,1,
2204010499681407-27,FALSE,0,Beregob Gobangco,0,"CONGRATULATIONS!!,,THANK YOU VERY MUCH MR. SECRETARY..THE PHILIPPINES IS WORTHY TO HAVE YOU..",1,
2204010499681407-28,FALSE,0,Minette Thun,0,Thank you po Sec. Manny!,1,
2204010499681407-29,FALSE,0,Jesusa Kai Tan,0,God bless po Sec. Pinol 😊 hard work truly pays off,1,
2204010499681407-30,FALSE,0,Myrene Pascua Hilario,0,***Replied sticker/image***,,
2204010499681407-31,FALSE,0,Remedios Coralde Neilson,0,"Thank you so much Sir Manny for your hard work, always promoting Phil products to other countries 👍👍",1,
2204010499681407-32,FALSE,0,Bing Liza,0,KUDOS !  THANK YOU.  GOOD LUCK !!!,1,
2204010499681407-33,FALSE,0,Florlinda Pardenilla,1,Congratulations and Mabuhay po kayo Sir Manny! You're the DFA secretary that most Filipinos are proud of. God bless po Sir Manny! 👏👊🇵🇭,1,
2204010499681407-34,FALSE,2204010499681407-33,Maffie Meister,0,Florlinda Pardenilla correction. Hindi po sya DFA SEC.  kundi Sec of Agriculture. Teddy Boy Locsin po ang ating DFA Sec sa ngayon.,5,
2204010499681407-35,FALSE,0,Imelda Jimenez,0,Good job sec Pinol and Co. 👏👏,1,
2204010499681407-36,FALSE,0,Dyan Diyas,0,👏👏👏,1,
2204010499681407-37,FALSE,0,Godoy Carlito,0,thumbs up,1,
2204010499681407-38,FALSE,0,Belen Encabo,0,***Replied sticker/image***,,
2204010499681407-39,FALSE,0,Lilia Ygay Griffiths,0,Right,1,
2204010499681407-40,FALSE,0,Madz Tormon,0,congrats,1,
2204010499681407-41,FALSE,0,Amiel Uy,0,Thank you,1,
2204010499681407-42,FALSE,0,Milagros Adlawan Tingson,0,"Eddie Tingzon, joemarie pendon tingson, lilia surmillon",4,
2204010499681407-43,FALSE,0,Virgil Tejano,0,Boss Eugene Palomo mcg..wide opportunity po..💪💪💪,1,
2204010499681407-44,FALSE,0,Villa Alisha,0,"Wisdom, Good Health and God's Grace and Favor be upon you Sir MannyPiñol.",1,
2204198146329309-1,FALSE,0,Indira Sabillena,0,***Replied sticker/image***,,
2204198146329309-2,FALSE,0,Lui Shaw,0,Philippines is indeed lucky to have him as DA Sec. 🙏🙏🙏,1,
2204198146329309-3,FALSE,0,Che Arciga,0,yes...you are sir MannyPiñol....,1,
2204198146329309-4,FALSE,0,Ronald Calong,0,More power and God bless sir,1,
2204198146329309-5,FALSE,0,Estong Casumpang,0,"Some people did not see and do not want to see whats in your heart, but we are very thankful you are our DA Secretary..",1,
2204198146329309-6,FALSE,0,Che Arciga,0,Hope everybody do the same....were in this together....you are a role model for me....,1,
2204198146329309-7,FALSE,0,Jigs Rebucan,0,Go2x sec!,1,
2204198146329309-8,FALSE,0,Efren Supanga,0,We really need the likes of him in the President's Team of Able and Trusted Men and Women.,1,
2204198146329309-9,FALSE,0,Boyet Clemente,0,Sa sipag at tiyaga I salute you Mr.Pinol... What needs to be strengthened is the political will to fight against vested interest in the official government family... GOOD LUCK AND GOD BLESS PO..♨♨♨,1,
2204198146329309-10,FALSE,0,Andre Dino Tacuyan Monton,0,Nowadays you rarely see a government official doing a  job well done. May you encourage others in government to follow your example so that your tribe increase. May the Agriculture sector of our country improve and prosper thru your leadership. God bless us all!,1,
2204198146329309-11,FALSE,0,Sonny Matias,0,"A good deed never dies , it goes on and on and it never tires .....",1,
2204198146329309-12,FALSE,0,Jlmc Garments,0,tikal!!!!!,1,
2204198146329309-13,FALSE,0,Imelda Denna Balaoing,0,well written piece of our hardworking secretary.,1,
2204198146329309-14,FALSE,0,Oiram Alagus,0,Brilliant! Mabuhay po kayo Sec.Pinol  God bless,1,
2204198146329309-15,FALSE,0,Ani Pi,0,good job po,1,
2204198146329309-16,FALSE,0,Bhe del Rosario,0,One of the best & hardworking Cabinet Secretary of PRRD.Salute to your effort and undying love for the Agriculture sector.Sec.Manny GODBLESS!,1,
2204198146329309-17,FALSE,0,Nita Calaguan,0,Thank you Secretary for your kindness to us the family of the coconut farmers,1,
2204198146329309-18,FALSE,0,Jigs Dolores Ignacio,1,"Thank you once again  Our ever hardworking agri secretary  And in between this hectic work sir manny took chance to even reply to comments in his fb page for questions raise by concern farmers and even those who bash him despite his hardwork... So pls people next time you ask why Sir manny is not replying to your repetitive questions and bashing(despite some he already  answered from previous post). Please understnd that he is working hard to catch up for the work neglected for decades. I really wish Pia ptv or pcoo who ever is in charge  should help Da   in information dissemination on his works and why our agri sector was left out and now We are catching up thanks to hardworking da staffs now And headed by our good secretary  Again he Cant Just increase the price of rice copra corn rubber anytime understnd that he dont Have the power to do so  But he is trying his best to stop the greedy traders from their practice  ,  to find other market  to promote the products,  to find alternative etc etc  And again dont forget to vote for congresman and senators who will help make bills and pass laws which will protect agri sector  and   fully support  budget for agri progress and innovation.",1,
2204198146329309-19,FALSE,2204198146329309-18,Leonil Francis Dathird Cases,0,Jigs Dolores Ignacio amen Sir.,1,
2204198146329309-20,FALSE,0,Lilia Ygay Griffiths,0,Right,1,
2204198146329309-21,FALSE,0,Lem Lumagod Quimno,0,Stay healthy sir <3,1,
2204198146329309-22,FALSE,0,Ceasar M Morandarte,0,God bless Philippines-  Thanks much sir Manny,1,
